ï»¿Quality	#1 ID	#2 ID	#1 String	#2 String
1	2851677	2851855	But he added that the New York-based actor and producer is <QUOTE> a private person and doesn 't care to have his treatment out for public consumption . <QUOTE>	But he added that De Niro is <QUOTE> a private person and doesn 't care to have his treatment out for public consumption . <QUOTE>
1	895812	895754	While a month 's supply of aspirin can cost less than $ 10 , the equivalent amount of ticlopidine can run significantly more than $ 100 .	While a month 's supply of aspirin can cost under $ 10 , the equivalent amount of ticlopidine can run well over $ 100 .
1	2534473	2534504	She estimated it would take three months and would require cancellation of a sub-audit of the Department of Environmental Quality .	She said it would take an estimated three months to conduct and require the cancellation of a sub-audit of the Department of Environmental Quality .
0	1487731	1487197	Arison said Mann may have been one of the pioneers of the world music movement and he had a deep love of Brazilian music .	Arison said Mann was a pioneer of the world music movement -- well before the term was coined -- and he had a deep love of Brazilian music .
1	3285348	3285324	The virus kills roughly 36,000 people in an average year , according to the U.S. Centers for Disease Control and Prevention .	Complications from flu kill roughly 36,000 Americans in an average year , according to the U.S. Centers for Disease Control and Prevention .
1	424071	424093	In two new schemes , people posing as IRS representatives target families of armed forces members and e-mail users .	Two new schemes target families of those serving in the military and e-mail users .
0	1677100	1677041	Wim Wenders directed a widely praised film of the same name , based on the sessions .	A widely praised film of the same name was directed by Wim Wenders .
1	2404345	2404222	Miss Novikova said while there is no standard weight for ballerinas , Miss Volochkova is ' bigger than others ' .	Commenting on the firing today , Ms. Novikova said that there was no standard weight for ballerinas but that Ms. Volochkova <QUOTE> is bigger than others . <QUOTE>
1	2485432	2485492	Both have aired videotapes of ex-president Saddam Hussein encouraging Iraqis to fight the U.S. occupation of Iraq .	Both have aired videotapes apparently from deposed Iraqi President Saddam Hussein , encouraging Iraqis to fight the U.S. occupation .
1	981097	981018	Under the program , U.S. officials work with foreign port authorities to identify , target and search high-risk cargo .	Under the program , US officials work with foreign port authorities to seek out high-risk cargo before it can reach the United States .
1	2607361	2607320	And if we don 't do this , innocent people on the ground are going to die , too . <QUOTE>	Crews are told : <QUOTE> If we don 't do this , innocent people on the ground are going to die <QUOTE> , he said .
1	218896	219064	<QUOTE> It 's probably not the easiest time to take over the shuttle program , <QUOTE> he added , <QUOTE> but I look forward to the challenge .	<QUOTE> It is probably not the easiest time to come in and take over the shuttle program , but then again , I look forward to the challenge , <QUOTE> he said .
1	313947	313222	As a result , Nelson now faces up to 10 years ' jail instead of life .	The verdict means Nelson faces up to 10 years in prison rather than a possible life sentence .
1	434842	434929	With all precincts reporting , Fletcher â a three-term congressman from Lexington â had an overwhelming 57 percent of the vote .	With all precincts reporting , Fletcher had 88,747 votes , or 57 percent of the total .
0	3301764	3301492	<QUOTE> His progress is steady , he 's stable , he 's comfortable , <QUOTE> Jack said Tuesday afternoon .	<QUOTE> His progress is steady , he is stable , <QUOTE> said Dr Jack .
1	2895172	2895264	Shadrin said Khodorkovsky 's aircraft was approached by officers identifying themselves as members of the FSB intelligence service , the domestic successor to the Soviet KGB .	Shadrin said Khodorkovsky 's aircraft was approached by officers identifying themselves as members of the FSB domestic intelligence service .
1	386627	386521	She claimed all the babies were born full-term and died within hours , he said .	<QUOTE> What she told our investigators was that all the babies were born full-term and then died within hours , <QUOTE> Hughes said .
1	3440566	3440416	French Foreign Minister Dominique de Villepin was scheduled to arrive Sharm el-Sheikh on Wednesday .	The French Foreign Minister , Dominique de Villepin , is also expected to attend .
1	853127	853144	They believe the same is true in humans , giving a 30 per cent higher risk of the disease .	The researchers believe the same is true in humans , translating to a 30 per cent greater risk of the disease .
0	146481	146276	Total sales for the period declined 8.0 percent to $ 1.99 billion from a year earlier .	Wal-Mart said sales at stores open at least a year rose 4.6 percent from a year earlier .
1	1053869	1053207	U.S. law enforcement officials are sneering at Dar Heatherington 's version of the events which thrust her into the public spotlight .	U.S. law enforcement officials are sneering at Dar Heatherington 's version of of the events -- including a police conspiracy to discredit her -- which thrust her into the public spotlight .
1	1026659	1026185	The Saudi newspaper Okaz reported Monday that suspects who escaped Saturday 's raid fled in a car that broke down on the outskirts of Mecca Sunday afternoon .	The newspaper Okaz reported that the six suspects arrested Sunday fled the raid in a car that broke down on the outskirts of Mecca .
1	1341925	1342201	Michael Mitchell , the chief public defender in Baton Rouge who is representing Lee , did not answer his phone Wednesday afternoon .	Michael Mitchell , the chief public defender in Baton Rouge who is representing Lee , was not available for comment .
1	2663667	2663623	In Canada , the booming dollar will be in focus again as it tries to stay above the 75 cent ( U.S. ) mark .	In Canada , the surging dollar was in focus again as it struggled and just failed to stay above the 75 cent ( U.S. ) mark .
1	2305924	2305736	They are tired of paying the high cost of CDs and DVDs and prefer more flexible forms of on-demand media delivery . <QUOTE>	Consumers , tired of paying high prices for CDs and DVDs , are looking for flexible forms of on-demand media delivery .
1	960466	960881	<QUOTE> The bolt catcher is not as robust as it is supposed to be , <QUOTE> the board 's chairman , retired Adm. Hal Gehman , said .	<QUOTE> The bolt catcher is not as robust <QUOTE> as it should be , said retired Navy Admiral Harold W. Gehman Jr . , the board chairman .
1	129995	129864	Morgan Stanley raised its rating on the beverage maker to <QUOTE> overweight <QUOTE> from <QUOTE> equal-weight <QUOTE> saying in part that pricing power with its bottlers should improve in 2004 .	Morgan Stanley raised its rating on the company to <QUOTE> overweight <QUOTE> from <QUOTE> equal-weight , <QUOTE> saying the beverage maker 's pricing power with bottlers should improve in 2004 .
1	356759	356778	The Interior Minister , Al Mustapha Sahel , said the investigation <QUOTE> points to a group that has been arrested recently <QUOTE> , an apparent reference to Djihad Salafist .	Moroccan Interior Minister Al Mustapha Sahel told state-run 2M television late Saturday the investigation <QUOTE> points to a group that has been arrested recently <QUOTE> an apparent reference to Salafist Jihad .
0	919683	919782	The pound also made progress against the dollar , reached fresh three-year highs at $ 1.6789 .	The British pound flexed its muscle against the dollar , last up 1 percent at $ 1.6672 .
